episode_id,application,agent_architecture,environment,expected_action,sensor_confidence,risk_level,environment_volatility,partial_observability,energy_or_resource_level,response_time_ms,available_actions,prior_success_rate,random_noise,rational_action,utility_score,observability_label,dynamic_label,determinism_label
11217,Intelligent Tutoring System,Simple Reflex,Windy,Use Wind Protection,0.807,0.6656,0.2231,0.4702,55.01,224.06,14,0.7499,0.0543,1,81.13,Partially Observable,Dynamic,Stochastic
11218,Intelligent Tutoring System,Utility-Based,Snowy,Wear Winter Gear,0.9482,0.4804,0.6588,0.8616,87.26,307.58,12,0.5919,0.7881,0,55.68,Fully Observable,Dynamic,Stochastic
11219,Warehouse Robot,Utility-Based,Sunny,Go Outside,0.6614,0.8611,0.4727,0.3415,77.08,248.41,2,0.5466,-0.6673,0,35.98,Fully Observable,Dynamic,Stochastic
11220,Cybersecurity Monitoring Agent,Simple Reflex,Cloudy,Stay Inside,0.8384,0.5464,0.2017,0.7041,66.4,,3,0.606,1.0789,0,68.84,Partially Observable,Static,Stochastic
11221,Autonomous Delivery Robot,Learning,Sunny,Go Outside,0.7156,0.1896,0.3741,0.6583,93.48,260.55,9,0.598,0.1931,0,68.24,Partially Observable,Dynamic,Stochastic
11222,Cybersecurity Monitoring Agent,Simple Reflex,Sunny,Go Outside,0.8041,0.2099,0.2343,0.3566,69.49,199.82,13,0.8351,-1.0076,1,71.7,Fully Observable,Dynamic,Deterministic
11223,Autonomous Vehicle,Goal-Based,Stormy,Stay Inside,0.7592,0.2595,0.5422,0.1928,82.24,273.44,3,0.6836,0.7043,0,63.22,Partially Observable,Static,Stochastic
11224,AI Travel Assistant,Goal-Based,Cloudy,Stay Inside,0.7501,0.6916,0.6206,0.7047,96.87,113.05,6,0.7889,1.0729,0,76.09,Partially Observable,Static,Stochastic
11225,Cybersecurity Monitoring Agent,Goal-Based,Stormy,Stay Inside,,0.2623,0.5938,0.3487,58.16,193.79,5,0.6576,-0.5102,0,59.4,Partially Observable,Dynamic,Deterministic
11226,Cybersecurity Monitoring Agent,Model-Based,Rainy,Use Umbrella,0.9009,0.2608,0.4985,0.787,37.76,164.82,11,0.8388,0.5192,1,81.61,Fully Observable,Dynamic,Deterministic
11227,Autonomous Delivery Robot,Simple Reflex,Snowy,Wear Winter Gear,0.7938,0.6391,0.6301,0.4092,56.35,262.48,11,0.7477,0.492,0,37.69,Fully Observable,Static,Stochastic
11228,Smart Hospital Assistant,Simple Reflex,Windy,Use Wind Protection,0.8971,0.393,0.3603,0.5842,85.21,195.09,9,0.6962,1.0164,0,62.03,Partially Observable,Dynamic,Deterministic
11229,Autonomous Delivery Robot,Goal-Based,Rainy,Use Umbrella,0.9572,0.1975,0.3418,0.3869,69.24,147.26,11,0.6476,-1.2672,1,100,Fully Observable,Dynamic,Deterministic
11230,AI Travel Assistant,Goal-Based,Sunny,Go Outside,1,0.4047,0.1783,0.711,41.59,243.62,3,0.7562,0.7786,1,94.54,Partially Observable,Static,Deterministic
11231,Cybersecurity Monitoring Agent,Model-Based,Windy,Use Wind Protection,0.847,0.037,0.454,0.4059,67.58,134.85,9,0.7973,1.3215,1,85.1,Fully Observable,Static,Stochastic
11232,Warehouse Robot,Goal-Based,Rainy,Use Umbrella,0.7226,0.3279,0.2837,0.228,87.3,194.63,6,0.8537,-0.1137,0,77.59,Partially Observable,Static,Deterministic
11233,Cybersecurity Monitoring Agent,Learning,Stormy,Stay Inside,0.7965,0.6854,0.1191,0.7861,59.28,276.21,14,0.9071,-0.0964,0,29.07,Partially Observable,Dynamic,Stochastic
11234,AI Travel Assistant,Learning,Windy,Use Wind Protection,1,0.7815,0.1374,0.159,83.72,365.56,11,0.5571,0.6911,1,100,Fully Observable,Dynamic,Deterministic
11235,Smart Hospital Assistant,Goal-Based,Rainy,Use Umbrella,0.7654,0.256,0.5722,0.4535,48.96,238.65,6,0.99,-0.5796,0,68.49,Partially Observable,Static,Deterministic
11236,Autonomous Vehicle,Model-Based,Cloudy,Stay Inside,0.8675,0.0624,0.4513,0.4838,87.18,88.19,8,0.4982,0.4965,1,83.27,Partially Observable,Static,Deterministic
11237,Autonomous Vehicle,Utility-Based,Cloudy,Stay Inside,1,0.2239,0.2871,0.6371,88.63,292.16,8,0.8461,-0.996,1,100,Fully Observable,Dynamic,Deterministic
11238,Intelligent Tutoring System,Goal-Based,Stormy,Stay Inside,0.6566,0.3987,0.5756,0.3093,74.22,226.17,6,0.7263,0.3699,0,55.12,Partially Observable,Static,Deterministic
11239,Cybersecurity Monitoring Agent,Model-Based,Cloudy,Stay Inside,0.8195,0.4557,0.3476,0.26,93.82,185.04,12,0.5381,0.0608,1,94.52,Fully Observable,Dynamic,Stochastic
11240,Intelligent Tutoring System,Learning,Windy,Use Wind Protection,1,0.2653,0.3639,0.4804,100,197.65,14,0.8182,-0.7164,1,88.03,Partially Observable,Static,Stochastic
11241,AI Travel Assistant,Learning,Stormy,Stay Inside,1,0.6285,0.1622,0.635,67.47,53.9,5,0.5122,0.348,0,38.23,Partially Observable,Dynamic,Stochastic
11242,Smart-Home Energy Agent,Model-Based,Windy,Use Wind Protection,0.6728,0.2399,0.4209,0.8674,93.65,131.22,8,0.6804,0.2161,0,53.02,Fully Observable,Static,Stochastic
11243,AI Travel Assistant,Simple Reflex,Rainy,Use Umbrella,0.6941,0.1688,0.1956,0.1843,89.02,152.12,10,0.4535,-1.1882,1,87.41,Partially Observable,Dynamic,Deterministic
11244,Autonomous Delivery Robot,Utility-Based,Cloudy,Stay Inside,0.7173,0.8928,0.3941,0.438,75.75,301.83,5,0.7711,0.7103,0,57.78,Fully Observable,Dynamic,Stochastic
11245,Autonomous Vehicle,Learning,Snowy,Wear Winter Gear,0.7493,0.4328,0.648,0.5955,66.6,301.41,3,0.9865,-2.156,0,61.79,Partially Observable,Static,Stochastic
11246,Smart Hospital Assistant,Utility-Based,Sunny,Go Outside,0.9957,0.2678,0.6658,0.4481,46.18,194.94,5,0.5715,-0.9438,1,94.18,Fully Observable,Static,Deterministic
11247,Warehouse Robot,Model-Based,Cloudy,Stay Inside,0.7137,0.409,0.3912,0.3681,78.11,21.6,4,0.6853,-0.5563,0,85.78,Fully Observable,Dynamic,Deterministic
11248,Autonomous Delivery Robot,Utility-Based,Windy,Use Wind Protection,0.8031,0.7826,0.3289,0.2321,82.41,348.71,9,0.7263,-0.7931,1,100,Fully Observable,Static,Stochastic
11249,Autonomous Vehicle,Model-Based,Windy,Use Wind Protection,0.9658,0.7525,0.5508,0.3465,53.49,304.22,2,0.7855,0.2588,0,79.01,Fully Observable,Static,Stochastic
11250,Intelligent Tutoring System,Goal-Based,Snowy,Wear Winter Gear,0.7381,0.4678,0.6559,0.6345,66.7,247.2,10,0.783,-0.4073,0,56.96,Partially Observable,Static,Deterministic
11251,Autonomous Vehicle,Model-Based,Rainy,Use Umbrella,0.9082,0.7888,0.3875,0.8734,64.8,93.77,11,0.7541,0.454,0,53.51,Partially Observable,Static,Stochastic
11252,AI Travel Assistant,Utility-Based,Cloudy,Stay Inside,0.7054,0.373,0.3605,0.6482,87.48,231.25,11,0.9393,-0.4546,0,66.76,Partially Observable,Dynamic,Deterministic
11253,Autonomous Delivery Robot,Model-Based,Windy,Use Wind Protection,0.8941,0.3605,0.4719,0.444,72.5,126.62,13,0.2937,-1.3066,0,58.97,Fully Observable,Static,Deterministic
11254,Smart Hospital Assistant,Learning,Rainy,Use Umbrella,0.751,0.6867,0.3703,0.5505,77.92,58.31,8,0.756,0.4865,0,82.08,Partially Observable,Static,Stochastic
11255,Intelligent Tutoring System,Utility-Based,Sunny,Go Outside,0.8374,0.4098,0.3021,0.7882,76.16,256.59,3,0.7497,0.1352,0,66.35,Partially Observable,Static,Stochastic
11256,Intelligent Tutoring System,Model-Based,Rainy,Use Umbrella,1,0.4747,0.2437,0.3734,61.1,226.78,14,0.555,-1.3155,0,70.33,Partially Observable,Static,Deterministic
11257,Cybersecurity Monitoring Agent,Goal-Based,Cloudy,Stay Inside,0.8438,0.1923,0.3896,0.3444,21.52,169.63,13,0.5463,0.7647,0,52.92,Fully Observable,Dynamic,Stochastic
11258,Warehouse Robot,Utility-Based,Windy,Use Wind Protection,,0.4134,0.4365,0.356,59.97,20,7,0.6533,-0.6864,0,67.32,Partially Observable,Dynamic,Stochastic
11259,AI Travel Assistant,Learning,Cloudy,Stay Inside,0.6803,0.2815,0.7965,0.6419,31.04,,2,0.8667,0.797,0,64.7,Fully Observable,Static,Stochastic
11260,Cybersecurity Monitoring Agent,Model-Based,Sunny,Go Outside,1,0.2517,0.6031,0.2481,48.57,189.31,14,0.99,-0.1753,1,92.55,Partially Observable,Static,Deterministic
11261,Smart-Home Energy Agent,Goal-Based,Windy,Use Wind Protection,0.7953,0.6349,0.5571,0.4027,79.12,189.02,5,0.7165,0.3592,0,58.26,Fully Observable,Dynamic,Deterministic
11262,Autonomous Vehicle,Learning,Stormy,Stay Inside,0.9549,0.369,0.3783,0.4039,100,316.76,11,0.6296,0.4037,0,84.4,Fully Observable,Static,Deterministic
11263,Cybersecurity Monitoring Agent,Utility-Based,Rainy,Use Umbrella,0.911,0.6014,0.3514,0.7116,87.25,347.51,5,0.8035,-1.1038,0,64.21,Partially Observable,Static,Deterministic
11264,Autonomous Vehicle,Utility-Based,Cloudy,Stay Inside,0.9608,0.2565,0.2996,0.242,86.12,295.04,14,0.9019,-0.0046,1,100,Partially Observable,Static,Deterministic
11265,Autonomous Delivery Robot,Model-Based,Snowy,Wear Winter Gear,0.9451,0.2334,0.6699,0.536,73.24,155.29,10,0.99,0.4869,0,78.06,Fully Observable,Dynamic,Stochastic
11266,Smart-Home Energy Agent,Learning,Sunny,Go Outside,0.8724,0.6298,0.5355,0.2598,100,80.97,6,0.6281,-0.1588,0,63.52,Partially Observable,Dynamic,Deterministic
11267,Smart-Home Energy Agent,Learning,Stormy,Stay Inside,0.7582,0.5787,0.5231,0.1654,87.35,113.65,8,0.9847,-0.016,0,81.39,Partially Observable,Static,Stochastic
11268,Autonomous Vehicle,Goal-Based,Sunny,Go Outside,0.7951,0.4308,0.3074,0.674,22.91,292.88,10,0.8051,-1.3891,0,63.95,Partially Observable,Dynamic,Deterministic
11269,Intelligent Tutoring System,Simple Reflex,Sunny,Go Outside,0.8491,0.3356,0.4449,0.6683,72.45,210.45,2,0.7239,0.5939,0,37.08,Partially Observable,Static,Stochastic
11270,Autonomous Vehicle,Goal-Based,Cloudy,Stay Inside,1,0.1049,0.6061,0.6114,100,260.5,6,0.271,0.7574,0,65.7,Partially Observable,Dynamic,Deterministic
11271,Cybersecurity Monitoring Agent,Goal-Based,Snowy,Wear Winter Gear,0.7524,0.5464,0.3647,0.4466,73.18,180.16,3,0.749,0.2594,1,73.66,Partially Observable,Static,Stochastic
11272,Smart-Home Energy Agent,Goal-Based,Cloudy,Stay Inside,0.8144,0.7122,0.349,0.5609,67.95,191.22,7,0.5818,1.0667,0,51.78,Fully Observable,Dynamic,Stochastic
11273,Smart-Home Energy Agent,Goal-Based,Stormy,Stay Inside,0.8495,0.3421,0.3257,0.2199,93.52,108.82,10,0.99,-0.3899,1,100,Partially Observable,Static,Deterministic
11274,Autonomous Delivery Robot,Learning,Stormy,Stay Inside,0.9324,0.2175,0.1533,0.2178,91.96,189.55,8,0.8235,0.6961,1,98.58,Fully Observable,Static,Deterministic
11275,Cybersecurity Monitoring Agent,Utility-Based,Sunny,Go Outside,0.3935,0.3576,0.1364,0.6018,100,213.51,7,0.9201,1.9064,0,63.5,Partially Observable,Static,Deterministic
11276,Smart-Home Energy Agent,Model-Based,Stormy,Stay Inside,0.8215,0.1744,0.1745,0.2263,80.21,258.5,4,0.9893,0.1897,1,83.13,Fully Observable,Static,Deterministic
11277,Smart-Home Energy Agent,Learning,Windy,Use Wind Protection,0.8142,0.6112,0.5177,0.2344,62.69,93.54,7,0.7796,-1.3912,1,62.94,Fully Observable,Dynamic,Deterministic
11278,Warehouse Robot,Learning,Sunny,Go Outside,0.7272,0.2338,0.2329,0.7182,62.0,232.11,3,0.989,-0.1907,1,86.88,Fully Observable,Dynamic,Deterministic
11279,Autonomous Delivery Robot,Goal-Based,Sunny,Go Outside,0.6658,0.4802,0.3237,0.4541,90.49,87.82,12,0.6341,-0.1813,0,83.51,Partially Observable,Static,Deterministic
11280,AI Travel Assistant,Utility-Based,Stormy,Stay Inside,0.8721,0.2649,0.0911,0.4143,78.69,305.38,11,0.6503,0.408,1,79.19,Partially Observable,Dynamic,Stochastic
11281,Autonomous Vehicle,Simple Reflex,Windy,Use Wind Protection,0.7788,0.3218,0.1925,0.307,55.29,258.06,5,0.7978,1.0717,1,93.87,Fully Observable,Dynamic,Stochastic
11282,Smart Hospital Assistant,Utility-Based,Stormy,Stay Inside,0.8963,0.22,0.1697,0.4934,86.56,282.75,11,0.631,1.726,1,100,Fully Observable,Static,Deterministic
11283,AI Travel Assistant,Goal-Based,Snowy,Wear Winter Gear,0.6877,0.6301,0.4447,0.731,97.69,62.75,6,0.3559,-1.0945,0,53.0,Partially Observable,Static,Stochastic
11284,Warehouse Robot,Utility-Based,Snowy,Wear Winter Gear,0.8986,0.1529,0.4387,0.3928,62.8,398.64,9,0.9008,-0.1246,1,100,Partially Observable,Static,Deterministic
11285,Autonomous Vehicle,Model-Based,Rainy,Use Umbrella,0.9645,0.3781,0.1332,0.1699,68.75,243.02,8,0.9076,1.4886,1,98.71,Fully Observable,Dynamic,Deterministic
11286,Smart Hospital Assistant,Model-Based,Windy,Use Wind Protection,0.975,0.368,0.2765,0.3766,100,248.39,8,0.6739,-2.2732,1,85.25,Partially Observable,Dynamic,Stochastic
11287,Cybersecurity Monitoring Agent,Simple Reflex,Rainy,Use Umbrella,0.7784,0.2089,0.6081,0.5607,97.08,175.16,12,0.9707,-0.6368,0,66.88,Fully Observable,Dynamic,Deterministic
11288,Warehouse Robot,Learning,Cloudy,Stay Inside,0.8969,0.2023,0.5915,0.6059,80.37,190.46,6,0.5846,0.1619,0,60.01,Partially Observable,Dynamic,Stochastic
11289,Intelligent Tutoring System,Utility-Based,Snowy,Wear Winter Gear,0.888,0.2707,0.4285,0.3771,77.31,20,2,0.6827,-0.1571,1,83.67,Fully Observable,Static,Deterministic
11290,Autonomous Delivery Robot,Utility-Based,Stormy,Stay Inside,0.7669,0.0763,0.5425,0.1749,78.33,93.84,14,0.815,0.7314,1,94.74,Partially Observable,Static,Stochastic
11291,Cybersecurity Monitoring Agent,Model-Based,Stormy,Stay Inside,0.7396,0.2909,0.3779,0.6517,91.89,286.41,10,0.7604,0.2482,0,46.59,Fully Observable,Dynamic,Stochastic
11292,Smart Hospital Assistant,Goal-Based,Rainy,Use Umbrella,0.9258,0.5875,0.1007,0.5637,69.71,61.52,8,0.9,1.9768,1,70.22,Partially Observable,Dynamic,Deterministic
11293,Autonomous Vehicle,Utility-Based,Rainy,Use Umbrella,1,0.5494,0.4746,0.5603,77.38,218.66,8,0.7988,0.2981,0,59.6,Partially Observable,Dynamic,Deterministic
11294,Cybersecurity Monitoring Agent,Learning,Stormy,Stay Inside,0.9372,0.4625,0.4296,0.5976,79.97,20,4,0.7905,0.3353,1,100,Partially Observable,Dynamic,Deterministic
11295,Intelligent Tutoring System,Model-Based,Windy,Use Wind Protection,0.9633,0.4106,0.3717,0.2841,64.6,,9,0.7813,0.2248,1,86.45,Partially Observable,Static,Deterministic
11296,Smart Hospital Assistant,Model-Based,Cloudy,Stay Inside,0.7703,0.2608,0.2205,0.716,97.05,152.26,10,0.99,0.0315,1,85.02,Fully Observable,Static,Deterministic
11297,Smart Hospital Assistant,Learning,Stormy,Stay Inside,0.8849,0.0686,0.4637,0.6069,79.51,262.64,2,0.7609,-0.724,1,99.78,Partially Observable,Dynamic,Stochastic
11298,Cybersecurity Monitoring Agent,Simple Reflex,Sunny,Go Outside,0.7668,0.3906,0.2018,0.621,85.02,193.54,4,0.7398,2.0325,0,74.3,Fully Observable,Dynamic,Stochastic
11299,Smart-Home Energy Agent,Simple Reflex,Windy,Use Wind Protection,0.8918,0.2007,0.2944,0.4838,77.57,205.48,12,0.7622,-1.1626,1,96.97,Fully Observable,Static,Stochastic
11300,Smart-Home Energy Agent,Goal-Based,Windy,Use Wind Protection,0.764,0.5693,0.371,0.2201,65.34,207.93,3,0.5389,-0.4657,1,93.51,Fully Observable,Static,Deterministic
11301,AI Travel Assistant,Learning,Cloudy,Stay Inside,0.6916,0.3319,0.4648,0.7079,67.97,267.16,3,0.9842,0.6462,0,50.09,Partially Observable,Dynamic,Stochastic
11302,Autonomous Vehicle,Utility-Based,Snowy,Wear Winter Gear,0.8504,0.3501,0.2857,0.4293,73.79,260.42,12,0.6418,0.287,1,84.85,Partially Observable,Static,Deterministic
11303,AI Travel Assistant,Learning,Windy,Use Wind Protection,0.9375,0.1322,0.6824,0.4367,63.58,180.93,7,0.7582,-1.3667,1,97.79,Partially Observable,Dynamic,Deterministic
11304,AI Travel Assistant,Model-Based,Snowy,Wear Winter Gear,0.7924,0.0641,0.7129,0.5065,70.26,231.15,9,0.6543,0.7229,0,64.74,Partially Observable,Static,Deterministic
11305,Smart-Home Energy Agent,Simple Reflex,Sunny,Go Outside,0.849,0.1467,0.1678,0.49,37.65,160.15,5,0.8197,-1.4038,1,76.22,Partially Observable,Static,Deterministic
11306,Autonomous Delivery Robot,Learning,Stormy,Stay Inside,0.7698,0.1285,0.1271,0.4489,51.87,272.05,13,0.4318,0.8973,1,98.43,Partially Observable,Static,Deterministic
11307,Cybersecurity Monitoring Agent,Model-Based,Cloudy,Stay Inside,0.7704,0.2237,0.3261,0.3827,84.69,335.87,14,0.7201,0.5448,1,100,Fully Observable,Static,Deterministic
11308,AI Travel Assistant,Goal-Based,Rainy,Use Umbrella,0.8055,0.5237,0.4967,0.1294,75.95,43.16,9,0.8222,-0.156,0,67.48,Fully Observable,Dynamic,Deterministic
11309,Warehouse Robot,Goal-Based,Rainy,Use Umbrella,0.9078,0.4651,0.919,0.6076,84.09,165.32,5,0.9063,-0.0524,0,67.76,Partially Observable,Dynamic,Deterministic
11310,Smart-Home Energy Agent,Learning,Rainy,Use Umbrella,0.7801,0.4878,0.2826,0.4071,54.63,167.22,2,0.815,-1.1552,0,66.26,Partially Observable,Dynamic,Deterministic
11311,Warehouse Robot,Goal-Based,Cloudy,Stay Inside,0.6906,0.6704,0.5209,0.8032,37.78,246.95,7,0.8017,-0.3009,0,17.74,Fully Observable,Static,Stochastic
11312,Smart-Home Energy Agent,Utility-Based,Stormy,Stay Inside,1,0.4508,0.4125,0.3849,81.95,161.27,7,0.7777,-0.5539,1,91.04,Fully Observable,Static,Stochastic
11313,Autonomous Delivery Robot,Learning,Snowy,Wear Winter Gear,0.8255,0.267,0.2517,0.2097,85.89,232.7,10,0.5443,-0.1428,1,100,Fully Observable,Static,Deterministic
11314,Autonomous Vehicle,Learning,Sunny,Go Outside,0.9206,0.423,0.3027,0.358,25.62,210.88,7,0.5763,1.003,1,96.95,Fully Observable,Dynamic,Deterministic
11315,Autonomous Vehicle,Goal-Based,Windy,Use Wind Protection,0.9578,0.7091,0.6885,0.693,98.22,196.03,5,0.7296,-1.13,0,50.68,Fully Observable,Dynamic,Stochastic
11316,Intelligent Tutoring System,Utility-Based,Windy,Use Wind Protection,0.833,0.5668,0.6136,0.4965,55.0,265.8,5,0.7763,0.7642,0,20.31,Fully Observable,Dynamic,Deterministic
11317,AI Travel Assistant,Simple Reflex,Sunny,Go Outside,1,0.2709,0.2561,0.6322,65.03,223.73,13,0.7567,-0.2151,0,66.35,Fully Observable,Static,Deterministic
11318,Autonomous Delivery Robot,Goal-Based,Cloudy,Stay Inside,0.6863,0.3155,0.142,0.4325,74.32,249.23,3,0.689,0.8165,1,74.25,Partially Observable,Static,Stochastic
11319,AI Travel Assistant,Utility-Based,Stormy,Stay Inside,0.7146,0.1762,0.1512,0.1249,35.22,135.4,8,0.7578,1.2821,1,100,Fully Observable,Static,Stochastic
11320,Warehouse Robot,Utility-Based,Windy,Use Wind Protection,0.8517,0.681,0.2995,0.7948,100,193.0,4,0.99,-1.1826,0,60.61,Partially Observable,Dynamic,Deterministic
11321,Smart-Home Energy Agent,Model-Based,Cloudy,Stay Inside,0.8867,0.4493,0.2868,0.2656,51.22,282.23,13,0.8993,-0.8658,0,66.45,Partially Observable,Static,Deterministic
11322,Intelligent Tutoring System,Model-Based,Windy,Use Wind Protection,0.6392,0.1642,0.406,0.1067,91.85,291.37,7,0.7126,-0.3688,0,71.78,Partially Observable,Dynamic,Deterministic
11323,Cybersecurity Monitoring Agent,Goal-Based,Cloudy,Stay Inside,0.6938,0.376,0.3524,0.0982,43.91,188.43,14,0.558,1.4183,1,89.31,Fully Observable,Static,Deterministic
11324,Smart Hospital Assistant,Learning,Cloudy,Stay Inside,1,0.3206,0.2066,0.2736,76.27,36.71,2,0.6642,-1.5482,1,100,Fully Observable,Static,Deterministic
11325,Autonomous Delivery Robot,Learning,Windy,Use Wind Protection,0.8421,0.39,0.1054,0.7083,62.67,57.86,4,0.5954,1.1586,1,100,Partially Observable,Dynamic,Stochastic
11326,Autonomous Delivery Robot,Utility-Based,Snowy,Wear Winter Gear,0.9406,0.2192,0.2351,0.3545,70.73,236.01,8,0.6457,0.4243,1,100,Fully Observable,Dynamic,Stochastic
11327,Cybersecurity Monitoring Agent,Model-Based,Cloudy,Stay Inside,0.7021,0.4953,0.4972,0.452,65.91,299.44,2,0.9885,0.0759,1,78.56,Fully Observable,Static,Deterministic
11328,Smart Hospital Assistant,Goal-Based,Rainy,Use Umbrella,0.8671,0.0705,0.2475,0.7055,58.52,150.01,2,0.7494,-1.8461,1,70.46,Partially Observable,Dynamic,Stochastic
11329,Warehouse Robot,Learning,Stormy,Stay Inside,0.9202,0.9105,0.2807,0.432,43.06,267.43,8,0.7091,0.3611,0,44.99,Fully Observable,Dynamic,Deterministic
11330,Smart Hospital Assistant,Utility-Based,Stormy,Stay Inside,0.9324,0.381,0.2051,0.2808,75.93,214.51,6,0.7645,-1.0737,1,72.87,Partially Observable,Static,Stochastic
11331,Smart Hospital Assistant,Learning,Stormy,Stay Inside,0.885,0.492,0.4255,0.5806,61.94,169.19,5,0.8339,0.8777,1,83.16,Partially Observable,Dynamic,Deterministic
11332,Smart-Home Energy Agent,Utility-Based,Cloudy,Stay Inside,1,0.5272,0.3608,0.6812,66.24,38.02,13,0.6222,-0.1442,1,72.59,Partially Observable,Static,Stochastic
11333,AI Travel Assistant,Learning,Cloudy,Stay Inside,0.7565,0.6518,0.252,0.3684,74.71,188.54,5,0.6558,-0.6956,0,73.88,Partially Observable,Dynamic,Deterministic
11334,AI Travel Assistant,Model-Based,Snowy,Wear Winter Gear,0.6191,0.2802,0.5783,0.3694,72.27,20,4,0.6962,1.4788,0,66.65,Fully Observable,Static,Stochastic
11335,Autonomous Vehicle,Learning,Rainy,Use Umbrella,0.8023,0.1826,0.2184,0.1099,46.56,351.13,6,0.6291,1.4354,1,98.49,Partially Observable,Dynamic,Stochastic
11336,Smart-Home Energy Agent,Model-Based,Cloudy,Stay Inside,0.5426,0.2365,0.5537,0.7315,98.7,340.88,2,0.6214,0.1859,0,55.49,Fully Observable,Dynamic,Deterministic
11337,AI Travel Assistant,Goal-Based,Stormy,Stay Inside,0.8831,0.5409,0.0767,0.6633,70.14,268.89,4,0.5443,-2.1297,1,87.4,Partially Observable,Static,Stochastic
11338,Autonomous Delivery Robot,Learning,Stormy,Stay Inside,,0.6189,0.2465,0.1176,74.5,310.71,8,0.619,2.4073,1,87.62,Fully Observable,Dynamic,Stochastic
11339,Warehouse Robot,Utility-Based,Rainy,Use Umbrella,0.637,0.171,0.2485,0.1584,91.44,271.12,14,0.99,-0.247,1,91.08,Fully Observable,Static,Stochastic
11340,Warehouse Robot,Simple Reflex,Windy,Use Wind Protection,0.7841,0.2046,0.2756,0.1902,42.47,211.16,12,0.746,-0.8208,1,68.51,Fully Observable,Dynamic,Stochastic
11341,Intelligent Tutoring System,Simple Reflex,Windy,Use Wind Protection,1,0.6528,0.203,0.3938,81.11,293.87,11,0.9259,-1.6149,1,90.04,Fully Observable,Dynamic,Stochastic
11342,Intelligent Tutoring System,Model-Based,Rainy,Use Umbrella,1,0.3267,0.1655,0.8326,,216.57,11,0.8469,-0.5084,0,72.81,Partially Observable,Dynamic,Deterministic
11343,Autonomous Vehicle,Learning,Snowy,Wear Winter Gear,0.8598,0.2673,0.451,0.4024,91.11,257.03,2,0.578,0.524,1,100,Fully Observable,Static,Deterministic
11344,Autonomous Delivery Robot,Utility-Based,Sunny,Go Outside,0.9415,0.1744,0.2719,0.5891,100,328.82,7,0.99,-0.7235,1,84.56,Partially Observable,Dynamic,Deterministic
11345,Warehouse Robot,Learning,Cloudy,Stay Inside,0.717,0.3447,0.2816,0.5273,74.49,438.78,13,0.9618,2.6721,0,68.35,Fully Observable,Static,Stochastic
